content,rating
"te teksty, które simmons wypowiadał, czasami po prostu dostawałem takiego ataku że hej",8
"Rewelacyjne zdjęcia i montaż (za to punkty), niezły (i tylko tyle) scenariusz, jakieś tam aktorstwo... I wiecie co? G-no mnie obchodzą ""dramaty"" perkusisty:):):)",7
"Chociaż wszystkie sceny ""grane"" mi się podobały, to fabuła nie zaskoczyła mnie.Oczywiście gra aktorska jest na bardzo wysokim poziomie. Postacie są napisane bardzo dobrze, można wczuć się w życie muzyka w jednej z najlepszych grup. Film można zrozumieć dopiero na samym końcu, gdy Fletcher tłumaczy jak znajduje się tę jedyną jednostkę. Nikt by nie był wielki jakby nie dostawał po mordzie, jakby nie ...",9
"Każdy powinien obejrzeć chociażby po to, żeby ocenić metody nauczania Fletchera.",8
"W zasadzie podobne treści spotykamy u Aronofsky'ego w ""Czarnym Łabędziu"". A co do przekraczania własnych granic to można by zapytać takiego Fletchera skąd wie gdzie są cudze granice, skoro pewnie nie przekroczył własnych? Cóż, pewnie nie wie i dlatego tak innych katuje, a inni też nie wiedzą i dlatego się, np. wieszają ;). W każdym razie ten nauczyciel nie jest raczej typem mistrza ...",10
"Gdy Fletcher opowiada historyjkę o tym jak Jo Jones rzucił w Charlie Parkera talerzem, wspomina on, że Parker następnego dnia nie mazgaił się, tylko natychmiast wrócił do ćwiczeń. Prawdziwy Charlie Parker osobiście opowiadał, że był tak zdruzgotany tym wydarzeniem, że porzucił ćwiczenia na 3 miesiące!",9
"Atmosfera filmu kameralna, ale nawet film z takim charakterem może spodobać się każdemu. Chłopaka z taką pasją to ze świecą szukać, niesamowity był. Jak na tego aktora to bardzo przekonywująca rola. Dziwię się, że nie został obdarzony żadną statuetką. J.K Simmons odwalił kawał dobrej roboty! :) Jego teksty w niektórych momentach wprowadziły trochę humoru, szczególnie podczas tej sceny, ...",10
"Temu filmu brakuje co najmniej jeszcze z 1h zakończenia , wydarzenia po koncercie na pewno by dodały więcej możliwości w temacie zakończenia , a tak mam lekki niedosyt .",7
"Jak to mówią "" po trupach do celu"" ... jej ten chłopak był w stanie poświęcić wszystko dal perkusji! Podążał za marzeniem nigdy nie rezygnując z celu.... i nigdy się nie poddał.  Brawa dla reżysera za wspaniałą fabułę filmu.",10
Zapraszam do przeczytania recenzji tego filmu --> http://filmystic.pl/2015/05/31 /whiplash/ :),8
"Ten film oddaje to co najbardziej cenie w mistrzowskiej kinematografii !,nieprzewidywalność,napięcie i niezwykle ważna problematyka.Sam jestem muzykiem a ten film postawił wiele odpowiedzi na zadawane przeze mnie pytania i wątpliwości jednocześnie będąc dobrą lekcją.",10
"tylko wysokiej klasy ..... thriller psychologiczny, dramat... To jest arcydzieło",10
"Jest już roboczy tytuł, ""Jak zostać prezydentem"". Fabuła ma się opierać na problemach z pisaniem. Tytułowy prezydent nie będzie potrafił napisać prawidłowo krótkiego zdania. Jestem pewien nadzieji że czeka nas hit. Oby jak oryginale było sporo humoru, natomiast nie chce tradycyjnego u nas patosu, pełnego bulu i goryczy.",8
"W tym filmie po prostu można się zakochać :) Inteligentna stylistyka zarówno w formie jak i w słowie. Doskonałe, intelektualne i błyskotliwe dialogi i konwersacje. Scenograficznie odczuwalny klimat tamtych czasów. Jak rzadko kiedy, udanie stworzona relacja przyjaźni pomiędzy bohaterami - Lionelem a Królem. Od dystansu poprzez nieufność, złość, akceptację , potrzebę bliskości aż po ...",9
"Film świetny doskonale przedstawiona autentyczna historia, dobór obsady również znakomity genialne role Colina Firtha i Geffreya Rusha",10
"...w których osoba jąkająca się może się wysypać kupując bilet w kasie. Dystrybutor zadbał o to. :) Pamiętam, że stojąc w kolejce do kasy biletowej mało na zawał nie zszedłem jak przyszła moja kolej. :)",9
... a ja po obejrzeniu trzeci raz nadal nie wiem dlaczego... ten film nie zasługuje nawet na jednego Oskara.. jedyny plus to świeta rola Rusha nic wiecej,7
"Film nudny, po prostu nie w moim guście, choć lubię filmy biograficzne. Film, filmem, ale Oscar to lekka przesada, jednak nie ma się co dziwić, po hAmeryce wszystkiego można się spodziewać, to po prostu czysta polityka. Tam już nie ocenia się filmów inaczej niż pod kątem polityki. Dziwię się, że nie dostał Oscara jeszcze film o 11 września, a i niedługo jak powstanie film o zabójstwie Bin Ladena, na ...",5
"Skąd wiedzieli, że kobieta Książę Edwarda VIII Windsora (Guy Pearce) spotykała się także z kimś innym ?",6
"O co chodzi ? Możecie mieć swoje zdanie ale nie plujcie tak. Przecież to nie kino akcji, ale wspaniale opowiedziana prawdziwa historia. I o jąkaniu można się dużo dowiedzieć jeśli ktoś nie miał możliwości studiowania tej dziedziny. Polecam bardzo",10
"Nie rozumiem aż takich wysokich ocen. Film jest dobry, dobrze zagrany ale dla mnie nie wart aż tak wysokich ocen.",6
"Oskar dla głównego aktora przyznany według hollywoodzkiego grafiku. Al Pacino za rolę niewidomego, Dustin Hoffman za rolę chorego Rainman, Daniel Day Lewis za rolę chorego Left Foot, Tom Hanks za rolę chorego Forrest, tutaj Oskar za wadę wymowy. Każda choroba dostaje Oskara. Film robiony według oklepanego oskarowego hollywoodzkiego schematu, wszystko jest po kolei tak zrobione ...",1
"tak jak w tytule. interesują mnie filmy, nieważne czy to będa filmy fabularne czy dokumentalne, o brytyjskiej rodzinie królewskiej. Nie mam konkretnej osoby na mysli, zakres jest obszerny, dlatego potrzebuje waszej pomocy.Oprócz 'Jak zostac królem', wiem, że są:Kochanice Króla - fabularnyAnna Tysiąca DniHenryka VIII i jego sześć żonKrwawy tyran - Henryk VIIIJakie ...",1
"Gdy to oglądałam zastanawiałam się, czy Helena Bonham-Carter dostała Oscara? Sprawdzam Oscary 2011 a tu co?! Nie ma! To chyba jedna z jej najlepszych ról! Oczywiście Natalie Portman w ""Czarnym Łabędziu"" też zagrała świetnie, ale Bonham-Carter jeszcze lepiej! No trudno. Zawsze mogę wymyślić nową nagrodę, bardziej prestiżowa niż Oscar :D!",9
"Aż do XX wieku monarcha brytyjski nie był zobowiązany do wystąpień przed poddanymi. Po znacznym ograniczeniu jego władzy na rzecz parlamentu, pozostawał w cieniu urzędników, pełniąc głównie funkcję reprezentacyjną, niewymagającą charyzmy i zdolności przywódczych. Dopiero dwudzieste stulecie przyniosło szereg zmian, wynaleziono wtedy między innymi radio i mikrofon – dziś tak ...",7
"jeśli to nie pomyłka, to aż niewiarygodne, że ten film tak mało kosztował. Niby trochę teatralny, ale choćby gażę gwiazd kosztują a trochę ich w tym filmie gra.",7
"znam 3 osoby jąkające się i wszystkie robią to w sposób zupełnie inny niż bohater, tzn. nie zacinają się tylko powtarzają sylaby lub całe wyrazy. Z tego powodu mam wrażenie, że gra Colina jest zupełnie niewiarygodna... Czy są różne sposoby jąkania, czy to jest błąd autorów?",5
"Jest już roboczy tytuł, ""Jak zostać prezydentem"". Fabuła ma się opierać na problemach z pisaniem. Tytułowy prezydent nie będzie potrafił napisać prawidłowo krótkiego zdania. Jestem pewien nadzieji że czeka nas hit. Oby jak oryginale było sporo humoru, natomiast nie chce tradycyjnego u nas patosu, pełnego bulu i goryczy.",8
"W tym filmie po prostu można się zakochać :) Inteligentna stylistyka zarówno w formie jak i w słowie. Doskonałe, intelektualne i błyskotliwe dialogi i konwersacje. Scenograficznie odczuwalny klimat tamtych czasów. Jak rzadko kiedy, udanie stworzona relacja przyjaźni pomiędzy bohaterami - Lionelem a Królem. Od dystansu poprzez nieufność, złość, akceptację , potrzebę bliskości aż po ...",9
"Film świetny doskonale przedstawiona autentyczna historia, dobór obsady również znakomity genialne role Colina Firtha i Geffreya Rusha",10
"...w których osoba jąkająca się może się wysypać kupując bilet w kasie. Dystrybutor zadbał o to. :) Pamiętam, że stojąc w kolejce do kasy biletowej mało na zawał nie zszedłem jak przyszła moja kolej. :)",9
... a ja po obejrzeniu trzeci raz nadal nie wiem dlaczego... ten film nie zasługuje nawet na jednego Oskara.. jedyny plus to świeta rola Rusha nic wiecej,7
"Film nudny, po prostu nie w moim guście, choć lubię filmy biograficzne. Film, filmem, ale Oscar to lekka przesada, jednak nie ma się co dziwić, po hAmeryce wszystkiego można się spodziewać, to po prostu czysta polityka. Tam już nie ocenia się filmów inaczej niż pod kątem polityki. Dziwię się, że nie dostał Oscara jeszcze film o 11 września, a i niedługo jak powstanie film o zabójstwie Bin Ladena, na ...",5
"Skąd wiedzieli, że kobieta Książę Edwarda VIII Windsora (Guy Pearce) spotykała się także z kimś innym ?",6
"O co chodzi ? Możecie mieć swoje zdanie ale nie plujcie tak. Przecież to nie kino akcji, ale wspaniale opowiedziana prawdziwa historia. I o jąkaniu można się dużo dowiedzieć jeśli ktoś nie miał możliwości studiowania tej dziedziny. Polecam bardzo",10
"Nie rozumiem aż takich wysokich ocen. Film jest dobry, dobrze zagrany ale dla mnie nie wart aż tak wysokich ocen.",6
"Oskar dla głównego aktora przyznany według hollywoodzkiego grafiku. Al Pacino za rolę niewidomego, Dustin Hoffman za rolę chorego Rainman, Daniel Day Lewis za rolę chorego Left Foot, Tom Hanks za rolę chorego Forrest, tutaj Oskar za wadę wymowy. Każda choroba dostaje Oskara. Film robiony według oklepanego oskarowego hollywoodzkiego schematu, wszystko jest po kolei tak zrobione ...",1
"tak jak w tytule. interesują mnie filmy, nieważne czy to będa filmy fabularne czy dokumentalne, o brytyjskiej rodzinie królewskiej. Nie mam konkretnej osoby na mysli, zakres jest obszerny, dlatego potrzebuje waszej pomocy. Oprócz 'Jak zostac królem', wiem, że są: Kochanice Króla - fabularny Anna Tysiąca Dni Henryka VIII i jego sześć żon Krwawy tyran - Henryk VIII Jakie ...",1
"Gdy to oglądałam zastanawiałam się, czy Helena Bonham-Carter dostała Oscara? Sprawdzam Oscary 2011 a tu co?! Nie ma! To chyba jedna z jej najlepszych ról! Oczywiście Natalie Portman w ""Czarnym Łabędziu"" też zagrała świetnie, ale Bonham-Carter jeszcze lepiej! No trudno. Zawsze mogę wymyślić nową nagrodę, bardziej prestiżowa niż Oscar :D!",9
"Aż do XX wieku monarcha brytyjski nie był zobowiązany do wystąpień przed poddanymi. Po znacznym ograniczeniu jego władzy na rzecz parlamentu, pozostawał w cieniu urzędników, pełniąc głównie funkcję reprezentacyjną, niewymagającą charyzmy i zdolności przywódczych. Dopiero dwudzieste stulecie przyniosło szereg zmian, wynaleziono wtedy między innymi radio i mikrofon – dziś tak ...",7
"jeśli to nie pomyłka, to aż niewiarygodne, że ten film tak mało kosztował. Niby trochę teatralny, ale choćby gażę gwiazd kosztują a trochę ich w tym filmie gra.",7
"znam 3 osoby jąkające się i wszystkie robią to w sposób zupełnie inny niż bohater, tzn. nie zacinają się tylko powtarzają sylaby lub całe wyrazy. Z tego powodu mam wrażenie, że gra Colina jest zupełnie niewiarygodna... Czy są różne sposoby jąkania, czy to jest błąd autorów?",5
"Jak dla mnie zadna rewelacja, przereklamowany , nudnawy, nie wiadomo za co tyle nagród.Ale moze ja nie lubie po prostu filmow w teatralnym klimacie.",5
"Moim zdaniem, film jest bardzo dobry zasługuje na 10.",10
Istny koncert rozpisany na wirtułozów aktorstwa! Jestem pełen podziwu!,9
"Bardzo dobry duet:Firth-Rush,zdjęcia i rewelacyjna scenografia.",8
"Wspaniały przykład na to jak wokół trywialnego problemu (biorąc pod uwagę wiele innych motywów filmu) jąkania zbudować świetne dialogi, rewelacyjną atmosferę i ciekawą fabułę - dodatkowo w realiach historycznych. Świetnie też podbudowano relacje głównych postaci. Do tego znakomite aktorstwo i świetna muzyka Alexandra Desplata ;)",10
Dobra gra aktorska i fabuła oparta na faktach. Ogólnie bardzo fajny film.,8
"Oglądając ostatnie minuty filmu myślę że zagraniczny widz pomyśli sobie że wspaniałomyślni Brytyjczycy ruszyli nam z pomocą.Jakiś czas temu też bylem w Londynie i mimo że Polska była II siłą aliantów w Europie bo Rosji nie liczę to na muzeum II WŚ zobaczyłem flagi U.S.A, UK, Francji i małej Belgi co dla mnie było szokiem i czymś przykrym że Polski tam brakuje.Niestety ale ...",10
"Znakomity film, ciekawie opowiedziana historia połączona z dobrym humorem, kawał dobrego kina. W dodatku świetne aktorstwo Firtha.",8
"Nikt nie zauważył, że po 20 minutach schodzi ono na dalszy plan i mamy wątek związku Edwarda z Wallis Simpson, sprawę jego abdykacji i ogólne problemy Jerzego z przejęciem władzy (głównie psychiczne? Jąkanie powraca gdzieś tam pod koniec, ale nie jest to główny problem filmu, trochę uwagi ludzie przy oglądaniu.",8
Nie rozumiem zachwytów nad tym filmem... 43 minuty... tyle wytrzymałem... świetna historia... tylko dlaczego podana w tak flegmatyczny sposób. Nie podobało mi się w ogóle.,7
"lizania cukierka przez papierek, by nie powiedzieć, że przez szybę. Reżyser przenosi nas do bardzo niespokojnych czasów, kipiących od intryg, skandali i tajemnic. Zerkamy więc na epokę, która stanowi materiał na nieskończenie wiele thrillerów politycznych i dramatów historycznych. Jednak zamiast filmu z gęstym tłem politycznym mamy kolejną opowieść gdzie ...",8
"Sądzę, że nie jest to film dla masowego widza, dlatego pojawiło się na filmwebie całkiem sporo negatywnych opinii typu ""nudny i nic więcej nie mam na jego temat do powiedzenia"". Według mnie film był na prawdę bardzo dobry - miejscami poruszający, a miejscami lekki i zabawny. Ponadto obsada jest znakomita, a Colin w stu procentach zasłużył na Oscara:)",8
Miałem problem z oceną tego filmu. Mnie - osobie interesującej się drugą wojną światową zabrakło tu bardziej rozbudowanego wątku z nią związanego. Kurcze przecież wojna z Niemcami była dla Anglii bardzo ważnym i trudnym momentem. Myślałem że będzie o tym więcej. Oczekiwałem napięcia związanego z Hitlerowską agresją na UK. Skupiono się tu właściwie tylko na walce ze słabością króla. Film ...,6
"Oglądałam ten film już kilka razy. Bardzo podoba mi się klimat tego filmu. Uwielbiam jak historia opowiedziana jest w prosty, bezstresowy sposób. Do mnie ten film przemawia.",9
"Ten film pokazuje zakłamanie i hipokryzję brytyjskiej rodziny królewskiej, a także ich niemoc. A tak przy okazji-Christopher Hitchens przy okazji premiery tego filmu napisał artykuł, w którym udowadniał, że w owym czasie w UK dominująca była polityka ugłaskiwania Hitlera (appeasement), o czym nie ma mowy w filmie, premier Chamberlain tylko pojawia sie w tle, nie wygłasza żadnej kwestii. A Churchill ...",4
"No i tyle zachodu by przedstawić w filmie zmagania faceta, który ma problemy z mową i zatrudnia ""niby"" logopedę. Szczerze, to Firth mocno przekonująco się jąkał i zagrał ciapę. Reszta nie za bardzo mnie wciągała... w kinie  myślałam, że zasnę.",5
"sama w sobie. Zagral swietnie, jak zawsze poprawnie. Moim zachwytom nad Bonham Carter i mistrzem Rushem nie bylo konca. Cudowne kreacje, wspaniale aktorstwo. Zakupiwszy DVD stwierdzilam, ze bedzie to kolejna strata pieniedzy poniewaz bylam pewna, ze to kolejny dobry film, ktory nie wryje sie w moja pamiec. Firth wybiera coraz lepsze role dla siebie, to niezaprzeczalny fakt. Jednak ...",9
"Nie mam pojęcia za co te nagrody, wysokie oceny. Film jest nudny i nieciekawy. Obejrzałem cały z powodu wysokich ocen i licznych nagród, ale sie zawiodłem.Nie polecam...",5
"Mimo wielu negatywnych komentarzy na tym forum uważam, że film jest bardzo dobry, tak samo jak gra aktorska głównych bohaterów. Warto go obejrzeć, polecam.",9
",,Jak zostać królem"" to niewątpliwie mój ulubiony film. Oglądam go co najmniej raz w miesiącu. Każda scena jest idealna. Reżyser spisał się znakomicie. Aktorzy w tym filmie są genialni. Przez to arcydzieło zakochałam się w Colinie, Helenie i Geoffrey'u. Nie wyobrażam sobie tego filmu bez nich. Co z tego, że są tam przekleństwa. Nawet jeśli to jest nich znikoma ilość. Popłakałam się na nim nie raz ...",10
",,Jak zostać królem"" to niewątpliwie mój ulubiony film. Oglądam go co najmniej raz w miesiącu. Każda scena jest idealna. Reżyser spisał się znakomicie. Aktorzy w tym filmie są genialni. Przez to arcydzieło zakochałam się w Colinie, Helenie i Geoffrey'u. Nie wyobrażam sobie tego filmu bez nich. Co z tego, że są tam przekleństwa. Nawet jeśli to jest nich znikoma ilość. Popłakałam się na nim nie raz ...",10
"Ilez to ja razy polowałem na ten film i w końcu kiedy myślałem że już nic z tego nie wyjdzie i będę musiał ""piracić"" to moim oczom ukazała się pozycja w programie Telewizji Polskiej.Mojemu zadowoleniu nie było końca, jaka to wspaniałomyślna jest nasz Telewizja Polska,jakże ona dba o odbiorców emitując programy, tudzież filmy trafiające w gusta odbiorców!Dobra, wystarczy już tej flegmy!!!Jeśli ...",8
"Generalnie fim jest ok ale bardzo nie spodobało mi się to w jaki sosób została pokazana Wielka Brytania po wypowiedzeniu wojny Niemcom. W filmie bardzo wazna decyzja i chwila a prawda jest taka że nic nie zrobili żeby Nam pomóc!!! Poprostu stchórzyli jak Francja. Myslę że nie tylko ja mam z tego powogu pewien ""niesmak""",8
"Absolutnie jeden z lepszych filmów w swoim gatunku i jeden z lepszych filmów jaki powstał w roku 2010. Doskonale zrealizowany  , wciągający od pierwszej minuty , nie nudzący ani przez chwilę i momentami śmieszny.A także świetny klimat , kapitalne dialogi , fantastyczna scenografia , znakomite zdjęcia oraz mistrzowskie role Colina Firtha ( w pełni zasłużony oscar ) i  Geoffrey'ego Rusha.Moja ocena 10/10 ...",10
"Zakochałem się w tym filmie niemal od razu. Jeśli lubicie angielską kulturę, mowę i dykcję (na tym skupia się CAŁY film) i krajobrazy - sięgajcie śmiało po ten tytuł. Jeśli nie lubicie 'takich' klimatów - śmiało sięgajcie po ten tytuł, bo to po prostu bardzo dobre kino. Film ten całkowicie mnie pochłonął, nie mogłem się od niego nawet na chwile oderwać, czysta magia. Fenomenem jest, ...",9
W tle marionetkowość i nadętość monarchii. Do tego duża szczypta ironii. Zwłaszcza w scenach orędzia. Jedynym celem króla powinno być dobrze wypaść.:),7
"Daje pozytywną energię i napawa wiarą, że faktycznie możemy być dla siebie sterem i okrętem. Klasycznie angielski, dowcipny, do tego wspaniałe kreacje aktorskie",9
"Aktorstwo powalające, świetny klimat i muzyka, piękne zdjęcia. Jestem tym filmem oczarowana. Aż przykro czytać komentarze, że to ""film o niczym""... Polecam się nimi nie sugerować i obejrzeć, jeśli ktoś jeszcze nie miał okazji. Bo to jeden z tych filmów, których siła tkwi w prostocie, gdzie nieskomplikowana fabuła niesie piękne i podnoszące na duchu przesłanie.",9
Nie opuścimy naszego sojusznika Polski.Śmieszne.Panie Hubal słyszysz i nie grzmisz.,8
"Jak można było ""The King's Speech"" przetłumaczyć na ""Jak zostać królem"", oni chyba ten film oglądali w dwudziestu slajdach przez dwadzieścia sekund...",7
"Bliższych nam czasów :) Historycznie obie postacie mają ten sam problem. Jest pomijany przez rodzinę, przede wszystkim jąka się, ma pewne kompleksy i tak na prawdę nikt nie bierze go pod uwagę. Film natomiast widziałem dawno, nie pamiętam wszystkich szczegółów, jednakże wybrane momenty, które zapadł w mojej pamięci są godne polecenia. Dobry film i taką też dostał ocenę ode mnie (7).",7
"świetny film o pokonywaniu własnych słabości, dialogi między królem Jerzym VI, a Lionel Logue chwilami bawią do leż, jak ja lubię Colina!",9
"To wartościowy film, pokazujący jak wielka może być siła przyjaźni, wsparcia, zrozumienia... Aby wyleczyć bohatera z przykrej przypadłości, jaką bez wątpienia jest jąkanie, trzeba było najpierw zajrzeć do jego duszy... A to uczynić może tylko prawdziwy przyjaciel...""Jak zostać królem"" pokazuje również, że nie zawsze trzeba być wykwalifikowanym w danej dziedzinie, aby móc w niej odnosić sukcesy, ...",7
"Spodziewałem się trochę lepszego filmu, ale ogółem jest dobrze, obraz jest spokojny, stonowany, najlepsze z filmu to aktorstwo, Firth i Rush dają popis, doskonale sie uzupełniają, mimo przeciwnych charakterów tworzą zgrany duet, reszta obsady, z Bonham Carter na czele, też na wysokim poziomie, zwróciłem też uwagę na reklamę filmu ""komedia oparta na faktach"", nie ma co się tym sugerować, bo od początku było ...",7
"Solidny film,ale bez przesady z tymi nagrodami,film bez tej ""iskry"",która by porwała widza.Nie wiem jakie filmy ogląda ta amerykańska kapituła,że uznała tą produkcję za najlepszy obraz roku.Zdecydowanie największym atutem tego filmu jest aktorstwo,szczególne brawa dla panów Rusha i Firtha.Na plus również niezły humor.Natomiast absolutnie nie traktuję tego filmu jako ...",6
"mnie ten film nudził, przeczytałam biografię napisana przez wnuka Logue a , ogromna różnica. nie był takiej zażyłości  , owszem był szacunek ,  ale  był też dystans .nie było takiego spoufalania się , król to nie kumpel od kielicha.obejrzałam  film i dodać mogę tylko to , że Firth był rewelacyjny .",7
"Da się oglądać ale bez rewelacji , dostał oscara ale nie wiem za co. Wyłączyłam po połowie filmu , nudził mnie.",7
"Dałam 7, bo doceniam grę aktorską, soundtrack, realizację... Ale niestety - z tego, co czytam nie mnie jedyną - film nieco nużył, bo to po prostu nie jest historia na świetny film, który by jakoś bardziej poruszył, rozbawił czy wzruszył. Ot, był sobie książę co się jąkał. Zdecydowanie nie miałabym ochoty obejrzeć go drugi raz, a prawdę mówiąc po ""najlepszym filmie roku"" właśnie tego bym ...",7
"Helena Bonham-Carter, nie grała Królowej Elżbiety, tylko jej matkę - Elżbietę Bowes-Lyon...",10
"obejrzałem ten film dopiero dzisiaj i jestem pod dużym wrażeniemogromny problem człowieka, ukazany do tego na tle historycznymnie znałem tej historii, bardzo mnie urzekła,  wielki podziw dla Lionela!!! może nie dałbym mu aż tylu oskarów i nagród ale film naprawdę piękny",8
"Główny wątek jest zbyt mało obszerny aby na jego podstawie mógł powstać film, który dostałby więcej niż 7/10. To nie zmienia faktu, że jest to wciąż ponadprzeciętny film, który gorąco polecam.",7
"jak ten film mógł przebić np ,,Incepcję''? w czym jest taki świetny? dlaczego wszyscy się nim zachwycają? oświećcie mnie, proszę.zmęczyłam go do końca, ale niechętnie. już go nigdy nie obejrzę.",8
"Gdy pierwszy raz obejrzałam ten film był bardzo fajny ,ale gdy obejrzałam go drugi raz trochę się nudziłam.",8
"Boże, jak oni wszyscy świetnie zagrali.Cały film świetny.Ma tylko niektóre kawałki komediowe (jak juz są to z klasą i naprawdę zabawne... scena z przeklinaniem :3... nie mogłam się powstrzymać, ale wiele innych też). Wiele dobrze zrobionych momentów dramatu. Polecam.Obejrzałam raz drugi i wtedy naprawdę doceniłam.",9
"NIe wiem czy jest wart tylu nagród. Po za tym film biograficzny nie można ocenić, dobry-niedobry. Taki musi być, ale moja ocena subiektywna nie jest wysoka. Zagrany cieniutko, król w tym filmie się nie jąka. Scenarzysta powinien pogadać przed filmem z jąkałą żeby zobaczyć jak się to robi, a widać, że nie porozmawiał i wymyślił sobie jak powinno wyglądać jąkanie. I nie trafił. Król w tym filmie po ...",5
"ale chyba 2 raz bym go nie obejrzal. niewiele sie w nim dzieje choc jak na brak akcji to sie jakos wybitnie nie nudzilem, mam problem z ocena choc mysle ze film na mniej nic 7 na pewno nie zasluguje",7
"musze obejrzec jeszcze raz, bo zaluje niektorych szczegolow ktorych nie zauwwazalem na poczatku ;d polecam",9
"Czy ktoś wie kto tłumaczył ten film na polski? Czy tłumacz jest jednocześnie autorem polskiego tytułu, czy tytuł wymyśla jakies ""szacowne grono""?.",9
"Nie wiem, czy ktoś zauważył, ale gra tu mini- zestawik z Dumy i uprzedzenia : Firth i Ehle oraz Pan Collins (nie pamiętam nazwiska aktora). Ja od razu  zauważyłam :D",9
Wspaniała rola Colina Firtha i Geoffreya Rusha. Oglądałam z przyjemnością.,8
Dawno nie widziałem nowego filmu mającego tak wysoką średnią.,8
"nie, film mi się zupełnie nie odobał, baardzo nudny, nic sie w nim nie dzieje i naprawde nie rozumiem ską te nagrody i nominacje....nie polecam-nuda.",4
"Spodziewałem się czegoś znacznie więcej po oskarowej produkcji. W sumie do dzisiaj nie jestem w stanie zrozumieć jakim cudem ten film wygrał z znacznie lepszą Incepcją. Nie rozumiem fascynacji tym filmem, nic ciekawego, po prostu nic, za co można by uznać ten film arcydziełem/rewelacją. Może po prostu to nie mój klimat, ale jak dla mnie film cienki jak barszcz.",4
"Każdego roku, 5 listopada oglądam ten film. I dla mnie jest wciąż rewelacyjny. Każdy ma swój gust, dużo osób tego nie pochwala, jednak ja zdania nie zmienię. W nim coś jest. Coś, co skłania mnie do ponownego obejrzenia tego filmu...",10
"Jakbym IV RP widział, ONR-owskie patrole, wszędzie wizerunki żoliborskiego mlaskacza",8
"""Pod tą maską kryje się coś więcej niż ciało... Pod tą maską kryje się idea, panie Creedy, a idee są kuloodporne."" a wy?",9
"Niestety wizja świata przedstawiona w filmie jest całkowicie nieprzekonująca. Widać, ktoś się nie postarał, bo mało tam spójności, dużo za to taniego efekciarstwa. Niby jakiś totalitaryzm, kontrola, z drugiej strony zupełnie nie czuć atmosfery strachu u obywateli. Brak jakiegoś opisu istniejących mechanizmów ucisku przez aparat władzy.Razi tez przekroczenie granicy miedzy przesłaniem, a nachalną lewacką ...",3
Teraz ja coś zapodam:Dziś w TVN 7zobaczysz film jeden.O 20 godzinieczas miło przeminie.,10
"Dosyć długo zwlekałem z obejrzeniem tego filmu, a kiedy go w końcu obejrzałem, mogę tylko pluć sobie w brodę, że nie zrobiłem tego wcześniej. Świetna kreacja V i bardzo dobrze opowiedziana historia. Zdecydowanie polecam.",10
"Po pierwsze, wielki ""bohater"" Guy Fawkes naprawdę BYŁ zwykłym pionkiem i terrorystą na usługach papiestwa, który miał za zadanie aktem terroryzmu obalić dobrego króla Jakuba i umożliwić Watykanowi obsadzenie na tronie Anglii katoliczki i tym samym wepchnięcie Anglii z powrotem pod jurysdykcję Watykanu. Tak więc to własnie ON ...",6
"Jeden z moich ulubionych filmów, ten mroczny, smutny klimat, straszne czasy, piękna maska V, użyta już w tylu różnych sytuacjach. Wspaniałą rola V, co aż dziwne, bo nawet nie widać jego twarzy. Rola Natalie Portman, podziwiam jej aktorstwo, scena jej ataku paniki na dachu genialna. Urocza rola małej dziewczynki w okularach. I scena, która zawsze sprawia, że mam ciarki, czyli pochód wszystkich ""V"". Mądre, ...",10
... ale już nie jesteś najlepszym filmem superbohaterskim.,10
"Rozumiem, że można nakręcić film opierając się przy tym na własnych poglądach, ale kiedy ktoś usiłuje kłaść coś widzom łopatą do głowy efekty są żenujące. I nie ma dla mnie znaczenia, czy podzielam poglądy reżysera czy nie. Ideologicznie mi bliska ""Księga ocalenia"" też mnie denerwowała (chociaż była w swoim propagandowym zapale znacznie mniej bezczelna, a i fabuła zdała mi się nieco ciekawsza). ...",2
"Dlaczego wszędzie (Na reklamach , w lektorze) mówią W jak Vendetta ?Przecież polski tytuł to V jak Vendetta .Co się dzieje z tym językiem ?",7
"Widziałem już różne głupie niedociągnięcia w rubryce ""gatunek"" - na filmwebie. Ale żeby nazwać ten film fantastyką naukową, trzeba być co najmniej kretynem.",9
"Na końcu filmu, gdy ci ludzie zdejmują maski, aby spojrzeć na niebo, pojawia się Gordon i ta postrzelona dziewczyna. Oni nie zginęli? Czy tylko ja to zauważyłem? Proszę o odpowiedzi.",10
"Właściwie to obrazuje to co nas czeka prawdopodobnie jeszcze za naszego życia, czyli całkowity socjalizm i zniewolenie, które jest cały czas argumentowane bezpieczeństwem i demokracją. Dobrze, że nie mieszkam w Europie",7
"Oba filmy ukazują życie w ustroju totalitarnym. Które przesłanie do Was bardziej trafia? Nowoczesne spojrzenie, bardziej podchodzące pod kino hollywoodzkie, czy to z lat 80-tych?Do mnie osobiście bardziej przemawia wersja nowsza- tutaj społeczeństwo zdaje się walczyć o swoją wolność. W 1984 mam wrażenie, że o tym żeby coś z  tym zrobić myśli tylko główny bohater i jego ...",9
"Każdego roku, 5 listopada oglądam ten film. I dla mnie jest wciąż rewelacyjny. Każdy ma swój gust, dużo osób tego nie pochwala, jednak ja zdania nie zmienię. W nim coś jest. Coś, co skłania mnie do ponownego obejrzenia tego filmu...",10
"Jakbym IV RP widział, ONR-owskie patrole, wszędzie wizerunki żoliborskiego mlaskacza",8
